1487371351.092237 0.000000 0.000000 0.000000 0.000000 0.707107 -0.707107 0.000000
1487371356.406674 -0.221314 -0.000844 0.002715 -0.000300 0.708333 -0.705878 -0.000281
1487371357.439736 -0.624388 0.000612 0.009881 0.003496 -0.705992 0.708191 0.005318
1487371358.528149 -0.869664 0.008968 0.014972 0.001590 -0.706086 0.708110 0.004452
1487371359.639226 -1.256518 -0.004189 0.017655 -0.001787 -0.703817 0.710378 -0.001072
1487371360.729239 -1.672920 0.006183 0.023026 -0.000811 -0.700798 0.713359 -0.001146
1487371361.839488 -2.093104 0.000966 0.027913 0.002473 -0.697716 0.716343 0.006242
1487371362.861516 -2.513175 -0.000410 0.033095 -0.000909 -0.699965 0.714174 0.001972
1487371363.968013 -2.994908 0.002189 0.034909 -0.002454 -0.697953 0.716140 -0.000663
1487371365.072753 -3.506104 0.002790 0.050046 0.002736 -0.697489 0.716469 0.013235
1487371366.199440 -4.067644 0.001603 0.066658 -0.002806 -0.693760 0.720162 0.007451
1487371367.267169 -4.593249 0.007394 0.076667 -0.001367 -0.694302 0.719611 0.010114
1487371368.338650 -5.118587 0.029759 0.082932 -0.005264 -0.690942 0.722797 0.011661
1487371369.472692 -5.684274 0.029969 0.096036 -0.005346 -0.693693 0.720123 0.013567
1487371370.575174 -6.230518 0.050226 0.116519 -0.005618 -0.695803 0.717995 0.017589
1487371371.642247 -6.734165 0.046210 0.148007 0.000639 -0.701719 0.711867 0.028905
1487371372.773959 -7.320203 0.065709 0.170216 -0.009151 -0.699890 0.713978 0.017501
1487371373.842800 -7.845794 0.088586 0.187412 -0.003577 -0.696090 0.717492 0.025498
1487371374.939494 -8.425726 0.101417 0.204276 -0.003276 -0.695608 0.717984 0.024833
1487371375.972082 -8.995990 0.120787 0.231284 -0.001221 -0.697739 0.715891 0.025670
1487371377.111394 -9.584451 0.129815 0.259885 -0.001776 -0.700969 0.712725 0.025749
1487371378.140791 -10.073481 0.146633 0.257744 -0.002980 -0.699963 0.713755 0.024431
1487371379.270104 -10.646958 0.199043 0.231475 -0.006037 -0.703766 0.710258 0.014504
1487371380.304164 -11.162460 0.212497 0.238547 0.000424 -0.698241 0.715486 0.023217
1487371381.427867 -11.659377 0.145645 0.145373 0.004585 -0.697036 0.716626 0.023823
1487371382.504226 -12.212652 0.209771 0.172123 -0.003663 0.708196 -0.705102 -0.035733
1487371383.626409 -12.808853 0.227179 0.191649 0.002734 -0.700015 0.713528 0.029145
1487371384.636412 -13.333368 0.255127 0.220672 0.000897 -0.700915 0.712673 0.028544
1487371385.739736 -13.921737 0.266580 0.251327 0.002538 -0.701316 0.712210 0.030108
1487371386.908540 -14.554312 0.299816 0.282329 0.002027 -0.699485 0.714009 0.030136
1487371388.061773 -15.113322 0.321552 0.310804 0.004529 -0.702043 0.711345 0.033225
1487371389.195696 -15.691978 0.334853 0.348299 0.002467 -0.703818 0.709742 0.030021
1487371390.337439 -16.285927 0.343397 0.386622 0.006587 -0.704541 0.708749 0.035389
1487371391.439556 -16.889753 0.366214 0.425105 0.004244 -0.703275 0.710169 0.032338
1487371392.473982 -17.456522 0.384800 0.459560 0.003765 -0.703519 0.709971 0.031425
1487371393.503438 -18.034121 0.410615 0.489110 0.007355 -0.702425 0.710811 0.035957
